call_id, lat, lng, call_time, total_time, vehicle_num,amb_segment_id
20100011724462,17.3295253,78.5999303,11/1/10 0:03:17,,,NULL
20100011724918,17.385044,78.486671,11/1/10 1:20:15,,,NULL
20100011725560,17.385044,78.486671,11/1/10 3:37:18,,,NULL
20100011725717,17.47305556,78.42305556,11/1/10 4:13:08,,,NULL
20100011725972,17.385044,78.486671,11/1/10 5:32:41,,,NULL
20100011726516,17.35222222,78.57333333,11/1/10 6:22:39,,,NULL
20100011726681,17.385044,78.486671,11/1/10 6:33:22,,,NULL
20100011728463,17.4300923,78.4498785,11/1/10 7:46:15,,,NULL
20100011728602,17.51222222,78.51861111,11/1/10 7:50:51,,,NULL
20100011728699,17.25611111,77.56,11/1/10 7:53:51,,,NULL
20100011729330,17.4540806,78.5460663,11/1/10 8:16:01,,,NULL
20100011729813,17.3891379,77.8367282,11/1/10 8:35:05,,,NULL
20100011729876,17.385044,78.486671,11/1/10 8:37:16,,,NULL
20100011730045,17.4300923,78.4498785,11/1/10 8:43:45,,,NULL
20100011730654,17.45166667,78.13305556,11/1/10 9:04:40,,,NULL
20100011732278,17.51222222,78.51861111,11/1/10 10:05:54,,,NULL
20100011732963,17.59416667,78.57666667,11/1/10 10:25:35,,,NULL
20100011733239,17.42944444,78.58694444,11/1/10 10:34:59,,,NULL
20100011733266,17.453333,78.4625,11/1/10 10:35:36,,,NULL
20100011733288,17.39277778,78.69138889,11/1/10 10:36:36,,,NULL
20100011733473,17.385044,78.486671,11/1/10 10:42:51,,,NULL
20100011733805,17.3936462,78.4400235,11/1/10 10:53:58,,,NULL
20100011733840,17.3437225,78.5070445,11/1/10 10:54:52,,,NULL
20100011733845,17.385044,78.486671,11/1/10 10:54:57,,,NULL
20100011733865,17.385044,78.486671,11/1/10 10:55:26,,,NULL
20100011733918,17.3437225,78.5070445,11/1/10 10:57:08,,,NULL
20100011734962,17.19638889,78.65194444,11/1/10 11:29:31,,,NULL
20100011737097,17.45916667,78.54611111,11/1/10 12:35:21,,,NULL
20100011738102,17.45166667,78.13305556,11/1/10 13:05:18,,,NULL
20100011738868,17.27444444,78.54583333,11/1/10 13:27:26,,,NULL
20100011738892,17.3957323,78.4412297,11/1/10 13:28:02,,,NULL
20100011740225,17.3196219,78.5621635,11/1/10 14:04:50,,,NULL
20100011741159,17.431965,78.4418001,11/1/10 14:29:15,,,NULL
20100011741574,17.19638889,78.65194444,11/1/10 14:40:23,,,NULL
20100011741667,17.45166667,78.13305556,11/1/10 14:42:21,,,NULL
20100011743132,17.42222222,78.55833333,11/1/10 15:18:09,,,NULL
20100011743625,17.4111351,78.4979311,11/1/10 15:31:20,,,NULL
20100011744251,17.29333333,77.86416667,11/1/10 15:48:19,,,NULL
20100011745443,17.23527778,77.64305556,11/1/10 16:20:48,,,NULL
20100011745536,17.39416667,78.33611111,11/1/10 16:22:56,,,NULL
20100011745809,17.42222222,78.55833333,11/1/10 16:30:06,,,NULL
20100011745931,17.42222222,78.55833333,11/1/10 16:33:47,,,NULL
20100011746473,17.17388889,77.87638889,11/1/10 16:47:41,,,NULL
20100011746486,17.17388889,77.87638889,11/1/10 16:47:53,,,NULL
20100011747465,17.385044,78.486671,11/1/10 17:12:52,,,NULL
20100011747959,17.61388889,78.51944444,11/1/10 17:23:47,,,NULL
20100011748053,17.4592483,78.3214049,11/1/10 17:25:36,,,NULL
20100011749767,17.39277778,78.69138889,11/1/10 18:11:14,,,NULL
20100011750062,17.3617667,78.4737736,11/1/10 18:17:22,,,NULL
20100011750891,17.37277778,78.2625,11/1/10 18:37:20,,,NULL
20100011752080,17.3295253,78.5999303,11/1/10 19:04:57,,,NULL
20100011752265,17.61388889,78.51944444,11/1/10 19:09:18,,,NULL
20100011752381,17.61388889,78.51944444,11/1/10 19:12:27,,,NULL
20100011752863,17.3683753,78.5301903,11/1/10 19:24:59,,,NULL
20100011753427,17.12833333,78.58222222,11/1/10 19:37:31,,,NULL
20100011753532,17.13222222,78.43611111,11/1/10 19:40:15,,,NULL
20100011753718,17.3683753,78.5301903,11/1/10 19:45:00,,,NULL
20100011753844,17.33777778,77.91777778,11/1/10 19:48:40,,,NULL
20100011754325,17.4687875,78.538996,11/1/10 20:00:37,,,NULL
20100011755035,17.3323409,78.5782748,11/1/10 20:20:01,,,NULL
20100011755044,17.25722222,78.33611111,11/1/10 20:20:17,,,NULL
20100011755183,17.453333,78.4625,11/1/10 20:24:46,,,NULL
20100011755227,17.28805556,78.36777778,11/1/10 20:26:22,,,NULL
20100011755338,17.3862519,78.4761368,11/1/10 20:30:02,,,NULL
20100011755364,17.3683753,78.5301903,11/1/10 20:30:45,,,NULL
20100011755535,17.45916667,78.54611111,11/1/10 20:36:09,,,NULL
20100011756389,17.43444444,78.66277778,11/1/10 21:04:52,,,NULL
20100011756856,17.32416667,78.41805556,11/1/10 21:24:48,,,NULL
20100011757207,17.323001,78.616831,11/1/10 21:41:35,,,NULL
20100011757236,17.453333,78.4625,11/1/10 21:42:50,,,NULL
20100011757265,17.25611111,77.56,11/1/10 21:44:23,,,NULL
20100011757651,17.3488501,78.5086765,11/1/10 22:05:48,,,NULL
20100011758423,17.46694444,78.6925,11/1/10 22:51:23,,,NULL
20100011758940,17.385044,78.486671,11/1/10 23:46:21,,,NULL
20100011759027,17.26,78.3975,11/2/10 0:03:54,,,NULL
20100011759052,17.3893132,78.4991384,11/2/10 0:07:40,,,NULL
20100011759053,17.385044,78.486671,11/2/10 0:08:21,,,NULL
