lat,lng,amb_num,seg_id
17.08611111,77.83611111,AP28W9035,5497
17.19333333,78.64805556,AP28TA3656,1361
17.45916667,78.54611111,AP28W9034,783
17.62833333,78.48305556,AP29U4225,5494
17.42222222,78.55833333,AP29U4259,787
17.331605,78.470063,AP28W9202,805
17.426145,78.452267,AP29TA3691,795
17.372775,78.499138,AP28W7689,796
17.045,78.66611111,AP29U6432,5496
