call_id, lat, lng, call_time, total_time, vehicle_num,amb_segment_id
20100012422275,17.385044,78.486671,11/21/10 14:03:52,52,AP28W3817,1042
20100012426610,17.19638889,78.65194444,11/21/10 15:40:39,25,AP28TA3656,1361
20100012426615,17.47305556,78.42305556,11/21/10 15:40:50,60,AP28W8394,5499
20100012429946,17.28611111,77.85472222,11/21/10 17:06:59,45,AP29U4235,685
20100012432103,17.51222222,78.51861111,11/21/10 18:11:42,40,AP28W9034,783
20100012432518,17.13222222,78.43611111,11/21/10 18:22:15,62,AP29U6434,254
20100012432921,17.4148368,78.4851396,11/21/10 18:31:21,59,AP29TA3630,897
20100012434991,17.4300923,78.4498785,11/21/10 19:21:54,23,AP28W4790,5515
20100012435294,17.3996648,78.4496168,11/21/10 19:29:52,22,AP29TA3487,803
20100012437328,17.453333,78.4625,11/21/10 20:20:25,55,AP28W4790,5515
20100012437593,17.18972222,77.73444444,11/21/10 20:26:34,60,AP29TA3107,5517
20100012437602,17.39277778,78.69138889,11/21/10 20:26:47,33,AP28W4644,797
20100012437637,17.4540806,78.5460663,11/21/10 20:27:39,40,AP29TA3324,1339
