call_id, lat, lng, call_time, total_time, vehicle_num,amb_segment_id
20100011724465,17.4249831,78.5354721,11/1/10 0:03:45,,,NULL
20100011724477,17.3893132,78.4991384,11/1/10 0:06:43,,,NULL
20100011724899,17.17388889,77.87638889,11/1/10 1:14:01,,,NULL
20100011734733,17.3920922,78.5071575,11/1/10 11:22:37,,,NULL
20100011735198,17.42222222,78.55833333,11/1/10 11:36:09,,,NULL
20100011735233,17.4249831,78.5354721,11/1/10 11:37:21,,,NULL
20100011735294,17.385044,78.486671,11/1/10 11:39:44,,,NULL
20100011735931,17.385044,78.486671,11/1/10 12:01:29,,,NULL
20100011743738,17.453333,78.4625,11/1/10 15:34:53,,,NULL
20100011746445,17.385044,78.486671,11/1/10 16:46:52,,,NULL
20100011747411,17.3957323,78.4412297,11/1/10 17:11:33,,,NULL
20100011754443,17.3638489,78.5348507,11/1/10 20:03:51,,,NULL
20100011754924,17.385044,78.486671,11/1/10 20:17:06,,,NULL
20100011755485,17.3891379,77.8367282,11/1/10 20:34:34,,,NULL
20100011759469,17.39277778,78.69138889,11/2/10 1:30:37,,,NULL
20100011762094,17.4278652,78.5321094,11/2/10 7:40:08,,,NULL
20100011762478,17.61388889,78.51944444,11/2/10 7:56:45,,,NULL
20100011763263,17.385044,78.486671,11/2/10 8:32:21,,,NULL
20100011763550,17.32416667,78.41805556,11/2/10 8:43:33,,,NULL
20100011763573,17.3713114,78.5632461,11/2/10 8:44:13,,,NULL
20100011766183,17.39277778,78.69138889,11/2/10 10:36:39,,,NULL
20100011766268,17.4037695,78.4893524,11/2/10 10:40:21,,,NULL
20100011766309,17.3999666,78.4485509,11/2/10 10:41:42,,,NULL
20100011769566,17.19638889,78.65194444,11/2/10 12:42:04,,,NULL
20100011769965,17.3964986,78.5298096,11/2/10 12:55:06,,,NULL
20100011769997,17.4249658,78.4030633,11/2/10 12:56:25,,,NULL
20100011770752,17.3762894,78.4949434,11/2/10 13:18:36,,,NULL
20100011772746,17.385044,78.486671,11/2/10 14:22:39,,,NULL
20100011779619,17.42222222,78.55833333,11/2/10 17:38:43,,,NULL
20100011781593,16.96194444,77.80888889,11/2/10 18:27:34,,,NULL
20100011785127,17.4322786,78.4862032,11/2/10 19:52:49,,,NULL
20100011787722,17.54388889,78.61777778,11/2/10 21:04:48,,,NULL
20100011788478,17.51222222,78.51861111,11/2/10 21:33:51,,,NULL
20100011790144,17.4224217,78.5384121,11/2/10 23:21:05,,,NULL
20100011790777,17.3957323,78.4412297,11/3/10 0:54:22,,,NULL
20100011791477,17.385044,78.486671,11/3/10 3:49:19,,,NULL
20100011798542,17.29916667,77.55805556,11/3/10 10:50:54,,,NULL
20100011798664,17.4322786,78.4862032,11/3/10 10:56:07,,,NULL
20100011807449,17.37138889,77.72222222,11/3/10 15:49:54,,,NULL
20100011808323,17.4102886,78.4497486,11/3/10 16:19:25,,,NULL
20100011808773,17.13222222,78.43611111,11/3/10 16:31:54,,,NULL
20100011810225,17.4148368,78.4851396,11/3/10 17:15:54,,,NULL
20100011813005,17.385044,78.486671,11/3/10 18:35:08,,,NULL
20100011814124,17.42944444,78.58694444,11/3/10 19:05:54,,,NULL
20100011814900,17.11472222,77.87027778,11/3/10 19:26:09,,,NULL
20100011819551,17.39277778,78.69138889,11/3/10 21:46:25,,,NULL
20100011820956,17.43194444,77.62277778,11/3/10 23:14:24,,,NULL
20100011821285,17.4382107,78.488692,11/3/10 23:49:08,,,NULL
20100011821314,17.21333333,77.64305556,11/3/10 23:52:18,,,NULL
20100011824786,17.61388889,78.51944444,11/4/10 7:44:16,,,NULL
20100011826575,17.51222222,78.51861111,11/4/10 8:58:17,,,NULL
20100011834068,17.385044,78.486671,11/4/10 13:19:57,,,NULL
20100011834491,17.4137713,78.4612226,11/4/10 13:33:45,,,NULL
20100011836191,17.44972222,78.68444444,11/4/10 14:30:10,,,NULL
20100011837653,17.35222222,78.57333333,11/4/10 15:15:59,,,NULL
20100011838786,17.4037695,78.4893524,11/4/10 15:49:11,,,NULL
20100011841138,17.385044,78.486671,11/4/10 16:58:45,,,NULL
